InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,GrossRevenue,DiscountAmount,NetRevenue,TotalOrderValue,Year,Month,YearMonth
914356,SKU_1570,White Mug,4,2022-10-09 21:00:00,38.16,30912,Italy,0.34,Credit Card,16.46,Electronics,In-store,Not Returned,Royal Mail,London,High,152.64,51.8976,100.74239999999999,117.20239999999998,2022,10,2022-10
969025,SKU_1150,USB Cable,32,2022-10-09 22:00:00,81.66,90411,France,0.37,Bank Transfer,19.04,Stationery,Online,Not Returned,FedEx,Rome,High,2613.12,966.8543999999999,1646.2656,1665.3056,2022,10,2022-10
107312,SKU_1619,Notebook,16,2022-10-09 23:00:00,84.31,73473,Portugal,0.04,Credit Card,23.29,Accessories,Online,Not Returned,Royal Mail,London,Medium,1348.96,53.958400000000005,1295.0016,1318.2916,2022,10,2022-10
916785,SKU_1368,USB Cable,37,2022-10-10 00:00:00,35.73,43835,Belgium,0.13,Credit Card,18.89,Apparel,In-store,Not Returned,FedEx,Amsterdam,Medium,1322.01,171.8613,1150.1487,1169.0387,2022,10,2022-10
213744,SKU_1106,Backpack,16,2022-10-10 01:00:00,7.04,46937,Portugal,0.19,PayPal,12.08,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium,112.64,21.401600000000002,91.2384,103.3184,2022,10,2022-10
331745,SKU_1138,Office Chair,40,2022-10-10 02:00:00,26.47,78635,Sweden,0.06,Bank Transfer,18.73,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Low,1058.8,63.52799999999999,995.2719999999999,1014.002,2022,10,2022-10
317522,SKU_1279,T-shirt,20,2022-10-10 03:00:00,76.7,67011,Germany,0.37,PayPal,5.86,Accessories,In-store,Not Returned,Royal Mail,Paris,Low,1534.0,567.58,966.42,972.28,2022,10,2022-10
378336,SKU_1071,Wireless Mouse,17,2022-10-10 04:00:00,23.36,92188,Germany,0.49,Bank Transfer,16.07,Apparel,In-store,Not Returned,UPS,Rome,High,397.12,194.5888,202.5312,218.6012,2022,10,2022-10
760792,SKU_1504,Backpack,20,2022-10-10 06:00:00,28.07,26475,Portugal,0.18,Credit Card,15.89,Furniture,Online,Not Returned,UPS,Amsterdam,High,561.4,101.05199999999999,460.34799999999996,476.23799999999994,2022,10,2022-10
288297,SKU_1737,Headphones,32,2022-10-10 07:00:00,56.32,26449,Portugal,0.24,Credit Card,28.03,Furniture,Online,Not Returned,UPS,Berlin,Low,1802.24,432.5376,1369.7024000000001,1397.7324,2022,10,2022-10
982980,SKU_1949,Backpack,48,2022-10-10 08:00:00,78.92,76416,United Kingdom,0.41,PayPal,11.13,Furniture,In-store,Not Returned,DHL,Amsterdam,Medium,3788.16,1553.1455999999998,2235.0144,2246.1444,2022,10,2022-10
178711,SKU_1500,USB Cable,11,2022-10-10 10:00:00,19.12,74133,Italy,0.41,Credit Card,29.1,Stationery,Online,Not Returned,UPS,Paris,High,210.32000000000002,86.2312,124.08880000000002,153.18880000000001,2022,10,2022-10
820964,SKU_1158,Notebook,29,2022-10-10 11:00:00,44.76,46056,Italy,0.08,PayPal,21.91,Furniture,In-store,Returned,FedEx,Berlin,Medium,1298.04,103.8432,1194.1968,1216.1068,2022,10,2022-10
765655,SKU_1149,T-shirt,27,2022-10-10 12:00:00,59.99,59179,United Kingdom,0.47,PayPal,7.58,Apparel,Online,Not Returned,UPS,Rome,High,1619.73,761.2731,858.4569,866.0369000000001,2022,10,2022-10
106774,SKU_1013,White Mug,21,2022-10-10 13:00:00,6.63,30134,Norway,0.08,PayPal,15.16,Apparel,Online,Not Returned,FedEx,Rome,High,139.23,11.138399999999999,128.0916,143.2516,2022,10,2022-10
739395,SKU_1004,T-shirt,39,2022-10-10 14:00:00,77.61,64104,Belgium,0.38,PayPal,19.03,Stationery,In-store,Not Returned,FedEx,Rome,Medium,3026.79,1150.1802,1876.6098,1895.6398,2022,10,2022-10
767550,SKU_1638,Desk Lamp,29,2022-10-10 15:00:00,43.37,91472,Norway,0.3,PayPal,11.13,Stationery,Online,Not Returned,Royal Mail,Rome,Medium,1257.73,377.319,880.4110000000001,891.541,2022,10,2022-10
524502,SKU_1272,Blue Pen,37,2022-10-10 16:00:00,46.5,-1,Portugal,0.17,Bank Transfer,25.82,Stationery,In-store,Returned,FedEx,Unknown,High,1720.5,292.485,1428.0149999999999,1453.8349999999998,2022,10,2022-10
831685,SKU_1337,White Mug,32,2022-10-10 17:00:00,99.75,43547,Italy,0.04,PayPal,14.07,Accessories,Online,Not Returned,UPS,London,Medium,3192.0,127.68,3064.32,3078.3900000000003,2022,10,2022-10
328552,SKU_1210,Desk Lamp,41,2022-10-10 18:00:00,33.82,83485,Norway,0.36,PayPal,19.52,Stationery,In-store,Not Returned,FedEx,Paris,Low,1386.6200000000001,499.1832,887.4368000000002,906.9568000000002,2022,10,2022-10
696715,SKU_1326,Backpack,41,2022-10-10 19:00:00,51.71,48177,United Kingdom,0.27,Bank Transfer,9.84,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Medium,2120.11,572.4297,1547.6803,1557.5203,2022,10,2022-10
187513,SKU_1857,Backpack,12,2022-10-10 20:00:00,99.08,30090,Italy,0.5,PayPal,24.75,Electronics,Online,Not Returned,DHL,Berlin,Low,1188.96,594.48,594.48,619.23,2022,10,2022-10
426158,SKU_1728,USB Cable,24,2022-10-10 21:00:00,62.61,97214,Norway,0.26,Credit Card,13.34,Accessories,Online,Not Returned,FedEx,Amsterdam,Low,1502.6399999999999,390.6864,1111.9535999999998,1125.2935999999997,2022,10,2022-10
851247,SKU_1465,Office Chair,26,2022-10-10 22:00:00,42.5,16831,United States,0.01,Bank Transfer,19.14,Stationery,Online,Not Returned,Royal Mail,Paris,Medium,1105.0,11.05,1093.95,1113.0900000000001,2022,10,2022-10
306924,SKU_1939,Backpack,21,2022-10-10 23:00:00,55.81,49374,Belgium,0.04,Credit Card,27.46,Electronics,Online,Not Returned,FedEx,Amsterdam,High,1172.01,46.8804,1125.1296,1152.5896,2022,10,2022-10
941688,SKU_1078,Headphones,31,2022-10-11 00:00:00,3.43,58251,Germany,0.22,Bank Transfer,27.88,Furniture,Online,Not Returned,DHL,Rome,Low,106.33,23.392599999999998,82.9374,110.81739999999999,2022,10,2022-10
883837,SKU_1604,USB Cable,7,2022-10-11 01:00:00,41.24,93167,Italy,0.32,Bank Transfer,7.97,Stationery,In-store,Not Returned,FedEx,London,High,288.68,92.3776,196.3024,204.2724,2022,10,2022-10
873940,SKU_1749,White Mug,45,2022-10-11 02:00:00,12.97,23704,Norway,0.44,PayPal,10.15,Apparel,Online,Returned,Royal Mail,Amsterdam,High,583.65,256.806,326.844,336.99399999999997,2022,10,2022-10
723031,SKU_1745,Wall Clock,33,2022-10-11 03:00:00,48.19,58201,United Kingdom,0.45,Credit Card,19.96,Accessories,In-store,Not Returned,Royal Mail,Berlin,Low,1590.27,715.6215,874.6485,894.6085,2022,10,2022-10
289702,SKU_1176,White Mug,17,2022-10-11 04:00:00,33.09,10827,Italy,0.06,Credit Card,19.65,Stationery,In-store,Not Returned,UPS,London,Medium,562.5300000000001,33.7518,528.7782000000001,548.4282000000001,2022,10,2022-10
346968,SKU_1766,Backpack,40,2022-10-11 05:00:00,68.2,13446,France,0.39,PayPal,16.03,Furniture,Online,Not Returned,DHL,Rome,High,2728.0,1063.92,1664.08,1680.11,2022,10,2022-10
977622,SKU_1832,Desk Lamp,18,2022-10-11 06:00:00,92.78,69633,United States,0.06,Credit Card,18.62,Accessories,Online,Not Returned,UPS,Amsterdam,Low,1670.04,100.2024,1569.8376,1588.4576,2022,10,2022-10
938147,SKU_1131,Wireless Mouse,1,2022-10-11 07:00:00,26.77,83001,Belgium,0.31,Credit Card,14.21,Accessories,In-store,Not Returned,UPS,Berlin,High,26.77,8.2987,18.4713,32.6813,2022,10,2022-10
107466,SKU_1776,T-shirt,20,2022-10-11 08:00:00,92.32,83763,United States,0.31,Bank Transfer,28.35,Furniture,Online,Not Returned,FedEx,Rome,Medium,1846.3999999999999,572.3839999999999,1274.016,1302.366,2022,10,2022-10
881863,SKU_1291,T-shirt,21,2022-10-11 09:00:00,6.25,23974,Portugal,0.3,Bank Transfer,6.75,Electronics,In-store,Not Returned,UPS,Berlin,High,131.25,39.375,91.875,98.625,2022,10,2022-10
904069,SKU_1690,Wall Clock,47,2022-10-11 10:00:00,24.51,40218,Sweden,0.32,Bank Transfer,6.34,Electronics,In-store,Not Returned,Royal Mail,Rome,Medium,1151.97,368.6304,783.3396,789.6796,2022,10,2022-10
492568,SKU_1377,Office Chair,45,2022-10-11 11:00:00,15.74,56046,Sweden,0.06,Bank Transfer,27.6,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Medium,708.3,42.498,665.8019999999999,693.4019999999999,2022,10,2022-10
168745,SKU_1415,Backpack,42,2022-10-11 12:00:00,72.01,11812,Italy,0.17,PayPal,17.71,Accessories,In-store,Not Returned,UPS,Amsterdam,Medium,3024.42,514.1514000000001,2510.2686,2527.9786,2022,10,2022-10
805126,SKU_1376,T-shirt,32,2022-10-11 14:00:00,12.02,-1,Sweden,0.03,Credit Card,18.29,Furniture,Online,Not Returned,DHL,Unknown,Medium,384.64,11.5392,373.1008,391.3908,2022,10,2022-10
234150,SKU_1484,Headphones,22,2022-10-11 15:00:00,89.39,49319,Australia,0.02,Credit Card,23.96,Furniture,Online,Not Returned,Royal Mail,Paris,Low,1966.58,39.3316,1927.2484,1951.2084,2022,10,2022-10
857154,SKU_1145,Backpack,25,2022-10-11 16:00:00,20.25,96832,Netherlands,0.42,Bank Transfer,18.29,Accessories,In-store,Not Returned,UPS,Amsterdam,Medium,506.25,212.625,293.625,311.915,2022,10,2022-10
627831,SKU_1654,Headphones,32,2022-10-11 17:00:00,21.33,47733,United Kingdom,0.13,PayPal,23.96,Accessories,Online,Not Returned,FedEx,Amsterdam,Medium,682.56,88.7328,593.8272,617.7872,2022,10,2022-10
484934,SKU_1531,Desk Lamp,31,2022-10-11 18:00:00,92.0,88564,France,0.27,Credit Card,23.61,Furniture,In-store,Not Returned,FedEx,Rome,Low,2852.0,770.0400000000001,2081.96,2105.57,2022,10,2022-10
587843,SKU_1569,Wall Clock,35,2022-10-11 19:00:00,48.41,42195,Belgium,0.17,Credit Card,23.16,Accessories,Online,Not Returned,Royal Mail,Amsterdam,High,1694.35,288.03950000000003,1406.3104999999998,1429.4705,2022,10,2022-10
151052,SKU_1295,White Mug,13,2022-10-11 20:00:00,72.35,85645,Germany,0.31,Bank Transfer,7.45,Stationery,In-store,Not Returned,FedEx,Amsterdam,High,940.55,291.5705,648.9794999999999,656.4295,2022,10,2022-10
646352,SKU_1577,Wireless Mouse,16,2022-10-11 21:00:00,56.59,55648,Australia,0.14,PayPal,17.07,Stationery,In-store,Not Returned,DHL,Rome,High,905.44,126.76160000000002,778.6784,795.7484000000001,2022,10,2022-10
696575,SKU_1344,Backpack,37,2022-10-11 22:00:00,91.09,72217,Portugal,0.35,PayPal,18.28,Electronics,In-store,Not Returned,DHL,London,High,3370.33,1179.6154999999999,2190.7145,2208.9945000000002,2022,10,2022-10
704730,SKU_1396,USB Cable,41,2022-10-11 23:00:00,99.5,18420,Spain,0.44,Bank Transfer,20.53,Stationery,Online,Not Returned,UPS,Rome,High,4079.5,1794.98,2284.52,2305.05,2022,10,2022-10
744838,SKU_1474,Wireless Mouse,19,2022-10-12 00:00:00,8.75,12090,Netherlands,0.16,Credit Card,16.32,Apparel,Online,Not Returned,DHL,Amsterdam,Medium,166.25,26.6,139.65,155.97,2022,10,2022-10
576848,SKU_1524,Backpack,47,2022-10-12 01:00:00,28.77,91035,United States,0.15,PayPal,27.68,Stationery,Online,Not Returned,UPS,Berlin,Medium,1352.19,202.8285,1149.3615,1177.0415,2022,10,2022-10
413625,SKU_1923,Blue Pen,15,2022-10-12 03:00:00,73.95,69449,France,0.12,Bank Transfer,15.36,Accessories,In-store,Not Returned,UPS,London,High,1109.25,133.10999999999999,976.14,991.5,2022,10,2022-10
177347,SKU_1045,Wireless Mouse,46,2022-10-12 04:00:00,50.49,48934,Sweden,0.49,Bank Transfer,27.32,Stationery,Online,Not Returned,Royal Mail,Paris,Low,2322.54,1138.0446,1184.4954,1211.8154,2022,10,2022-10
576330,SKU_1910,Office Chair,49,2022-10-12 05:00:00,11.42,95217,Italy,0.21,PayPal,27.75,Stationery,Online,Not Returned,DHL,Amsterdam,Low,559.58,117.51180000000001,442.06820000000005,469.81820000000005,2022,10,2022-10
696605,SKU_1604,Blue Pen,33,2022-10-12 06:00:00,82.07,96352,Italy,0.39,Credit Card,25.69,Furniture,Online,Not Returned,Royal Mail,London,Medium,2708.31,1056.2409,1652.0691,1677.7591,2022,10,2022-10
616066,SKU_1980,Notebook,1,2022-10-12 07:00:00,14.77,48463,Belgium,0.33,PayPal,23.74,Furniture,In-store,Not Returned,DHL,Paris,Low,14.77,4.8741,9.8959,33.6359,2022,10,2022-10
580042,SKU_1427,Office Chair,13,2022-10-12 08:00:00,48.81,35932,France,0.47,Bank Transfer,20.84,Furniture,Online,Not Returned,DHL,Paris,Low,634.53,298.22909999999996,336.3009,357.1409,2022,10,2022-10
150530,SKU_1222,Headphones,24,2022-10-12 09:00:00,45.49,55163,France,0.44,PayPal,21.23,Furniture,Online,Not Returned,FedEx,Amsterdam,Low,1091.76,480.3744,611.3856000000001,632.6156000000001,2022,10,2022-10
443243,SKU_1022,White Mug,23,2022-10-12 10:00:00,50.34,74833,Belgium,0.23,Bank Transfer,21.08,Apparel,Online,Not Returned,Royal Mail,Rome,High,1157.8200000000002,266.2986,891.5214000000001,912.6014000000001,2022,10,2022-10
388032,SKU_1868,USB Cable,38,2022-10-12 11:00:00,14.73,94884,Portugal,0.13,PayPal,21.56,Electronics,In-store,Not Returned,DHL,Rome,Medium,559.74,72.7662,486.9738,508.5338,2022,10,2022-10
782851,SKU_1066,T-shirt,29,2022-10-12 12:00:00,17.23,57622,United States,0.38,Credit Card,10.74,Accessories,Online,Not Returned,FedEx,Amsterdam,Low,499.67,189.87460000000002,309.7954,320.5354,2022,10,2022-10
608653,SKU_1625,T-shirt,16,2022-10-12 13:00:00,70.16,71208,France,0.16,Credit Card,6.37,Apparel,In-store,Not Returned,Royal Mail,London,Low,1122.56,179.6096,942.9504,949.3204,2022,10,2022-10
777036,SKU_1482,Wall Clock,49,2022-10-12 14:00:00,27.02,92266,Netherlands,0.4,Bank Transfer,20.65,Stationery,Online,Returned,DHL,Paris,Low,1323.98,529.592,794.388,815.038,2022,10,2022-10
268535,SKU_1577,Headphones,44,2022-10-12 16:00:00,41.16,11157,Portugal,0.3,PayPal,27.53,Electronics,Online,Not Returned,Royal Mail,London,Medium,1811.04,543.312,1267.728,1295.258,2022,10,2022-10
996910,SKU_1561,Desk Lamp,37,2022-10-12 17:00:00,28.65,-1,United Kingdom,0.15,Credit Card,6.63,Electronics,In-store,Not Returned,Royal Mail,Paris,High,1060.05,159.0075,901.0425,907.6725,2022,10,2022-10
935422,SKU_1652,Wall Clock,16,2022-10-12 18:00:00,97.13,71987,Sweden,0.11,Credit Card,14.33,Furniture,In-store,Not Returned,Royal Mail,London,Medium,1554.08,170.9488,1383.1311999999998,1397.4611999999997,2022,10,2022-10
710832,SKU_1257,Wireless Mouse,43,2022-10-12 19:00:00,69.39,15717,France,0.1,Credit Card,14.46,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Medium,2983.77,298.377,2685.393,2699.853,2022,10,2022-10
513437,SKU_1986,Blue Pen,46,2022-10-12 21:00:00,91.08,89144,United States,0.17,PayPal,9.84,Electronics,In-store,Not Returned,UPS,Paris,High,4189.68,712.2456000000001,3477.4344,3487.2744000000002,2022,10,2022-10
870325,SKU_1545,Wireless Mouse,24,2022-10-12 22:00:00,10.57,47662,Netherlands,0.31,PayPal,7.95,Electronics,In-store,Not Returned,FedEx,London,Medium,253.68,78.6408,175.0392,182.98919999999998,2022,10,2022-10
850230,SKU_1807,Wireless Mouse,40,2022-10-12 23:00:00,43.27,96952,Portugal,0.12,Credit Card,12.38,Furniture,Online,Not Returned,Royal Mail,London,High,1730.8000000000002,207.69600000000003,1523.1040000000003,1535.4840000000004,2022,10,2022-10
602270,SKU_1252,White Mug,21,2022-10-13 00:00:00,60.91,-1,Australia,0.11,PayPal,9.06,Electronics,In-store,Not Returned,Royal Mail,Paris,Medium,1279.11,140.7021,1138.4079,1147.4678999999999,2022,10,2022-10
228345,SKU_1580,Wireless Mouse,33,2022-10-13 01:00:00,77.34,-1,Netherlands,0.24,Bank Transfer,17.52,Apparel,In-store,Not Returned,Royal Mail,Rome,High,2552.2200000000003,612.5328000000001,1939.6872000000003,1957.2072000000003,2022,10,2022-10
579053,SKU_1188,Headphones,27,2022-10-13 02:00:00,96.48,89749,France,0.29,Bank Transfer,27.11,Furniture,In-store,Returned,Royal Mail,Paris,High,2604.96,755.4384,1849.5216,1876.6316,2022,10,2022-10
697131,SKU_1152,Headphones,29,2022-10-13 03:00:00,69.43,35343,United Kingdom,0.04,Credit Card,5.91,Stationery,In-store,Not Returned,UPS,Rome,High,2013.4700000000003,80.53880000000001,1932.9312000000002,1938.8412000000003,2022,10,2022-10
129251,SKU_1714,Notebook,33,2022-10-13 04:00:00,91.9,65529,Norway,0.36,PayPal,19.63,Apparel,In-store,Not Returned,FedEx,Berlin,Medium,3032.7000000000003,1091.7720000000002,1940.928,1960.5580000000002,2022,10,2022-10
539802,SKU_1076,Backpack,36,2022-10-13 05:00:00,98.21,23791,Norway,0.02,Credit Card,5.89,Apparel,Online,Not Returned,UPS,Berlin,Low,3535.56,70.7112,3464.8487999999998,3470.7387999999996,2022,10,2022-10
855053,SKU_1702,Headphones,38,2022-10-13 06:00:00,69.04,55829,Netherlands,0.05,Bank Transfer,9.99,Electronics,In-store,Not Returned,UPS,Berlin,Medium,2623.5200000000004,131.17600000000002,2492.3440000000005,2502.3340000000003,2022,10,2022-10
698706,SKU_1539,T-shirt,32,2022-10-13 07:00:00,71.75,38604,France,0.0,Credit Card,22.44,Furniture,In-store,Not Returned,UPS,Berlin,Low,2296.0,0.0,2296.0,2318.44,2022,10,2022-10
939052,SKU_1724,T-shirt,46,2022-10-13 08:00:00,97.94,31462,Germany,0.03,Credit Card,11.7,Furniture,In-store,Returned,DHL,Berlin,High,4505.24,135.1572,4370.0828,4381.7828,2022,10,2022-10
634328,SKU_1368,Wall Clock,28,2022-10-13 09:00:00,78.17,95060,United States,0.12,Bank Transfer,5.56,Apparel,Online,Not Returned,FedEx,London,High,2188.76,262.6512,1926.1088000000002,1931.6688000000001,2022,10,2022-10
276950,SKU_1567,Headphones,49,2022-10-13 10:00:00,81.03,18312,Italy,0.19,Credit Card,20.6,Accessories,Online,Not Returned,DHL,Rome,Medium,3970.4700000000003,754.3893,3216.0807000000004,3236.6807000000003,2022,10,2022-10
499185,SKU_1623,Blue Pen,38,2022-10-13 11:00:00,9.71,13566,United Kingdom,0.31,Bank Transfer,26.91,Accessories,Online,Not Returned,Royal Mail,Berlin,Low,368.98,114.38380000000001,254.5962,281.50620000000004,2022,10,2022-10
113162,SKU_1754,Desk Lamp,26,2022-10-13 12:00:00,98.43,-1,Italy,0.49,Credit Card,11.33,Accessories,In-store,Not Returned,DHL,Paris,High,2559.1800000000003,1253.9982000000002,1305.1818,1316.5118,2022,10,2022-10
689723,SKU_1153,Wireless Mouse,48,2022-10-13 13:00:00,52.16,72516,Portugal,0.26,Credit Card,19.88,Electronics,In-store,Not Returned,FedEx,Paris,Low,2503.68,650.9567999999999,1852.7232,1872.6032,2022,10,2022-10
361989,SKU_1154,T-shirt,47,2022-10-13 14:00:00,86.36,87535,Sweden,0.4,Bank Transfer,13.05,Furniture,In-store,Not Returned,DHL,Amsterdam,Low,4058.92,1623.5680000000002,2435.352,2448.402,2022,10,2022-10
742792,SKU_1793,White Mug,47,2022-10-13 15:00:00,83.9,92491,Portugal,0.24,Bank Transfer,8.76,Furniture,Online,Not Returned,UPS,Berlin,High,3943.3,946.392,2996.9080000000004,3005.6680000000006,2022,10,2022-10
436811,SKU_1270,USB Cable,6,2022-10-13 16:00:00,69.29,88541,Spain,0.39,Credit Card,26.11,Apparel,Online,Not Returned,FedEx,Amsterdam,Medium,415.74,162.1386,253.6014,279.7114,2022,10,2022-10
490802,SKU_1561,USB Cable,19,2022-10-13 17:00:00,64.73,34974,Sweden,0.34,PayPal,5.43,Stationery,In-store,Not Returned,DHL,Amsterdam,High,1229.8700000000001,418.15580000000006,811.7142000000001,817.1442000000001,2022,10,2022-10
629325,SKU_1508,White Mug,15,2022-10-13 18:00:00,97.15,90904,Norway,0.29,Credit Card,27.09,Stationery,Online,Not Returned,Royal Mail,Berlin,High,1457.25,422.60249999999996,1034.6475,1061.7375,2022,10,2022-10
422670,SKU_1389,Notebook,17,2022-10-13 19:00:00,1.6,19580,Germany,0.22,Bank Transfer,20.89,Apparel,Online,Returned,FedEx,Rome,High,27.200000000000003,5.984000000000001,21.216,42.106,2022,10,2022-10
974346,SKU_1067,Office Chair,34,2022-10-13 20:00:00,53.8,12978,United States,0.44,PayPal,20.97,Stationery,In-store,Not Returned,FedEx,Rome,Low,1829.1999999999998,804.848,1024.3519999999999,1045.322,2022,10,2022-10
245765,SKU_1131,Blue Pen,1,2022-10-13 21:00:00,70.77,90517,France,0.08,Bank Transfer,9.19,Electronics,Online,Not Returned,DHL,London,Low,70.77,5.6616,65.10839999999999,74.29839999999999,2022,10,2022-10
619405,SKU_1669,Desk Lamp,19,2022-10-13 22:00:00,8.71,84715,France,0.28,Credit Card,21.81,Stationery,Online,Not Returned,FedEx,Rome,High,165.49,46.33720000000001,119.1528,140.9628,2022,10,2022-10
978594,SKU_1844,Headphones,3,2022-10-13 23:00:00,39.04,12865,Netherlands,0.45,Credit Card,10.33,Stationery,In-store,Not Returned,DHL,Paris,Medium,117.12,52.704,64.416,74.746,2022,10,2022-10
159090,SKU_1264,Blue Pen,17,2022-10-14 00:00:00,71.88,72783,France,0.06,PayPal,27.09,Furniture,In-store,Not Returned,UPS,Rome,High,1221.96,73.3176,1148.6424,1175.7323999999999,2022,10,2022-10
689848,SKU_1681,White Mug,39,2022-10-14 01:00:00,3.2,84111,United States,0.17,Bank Transfer,11.53,Stationery,Online,Not Returned,Royal Mail,Berlin,Medium,124.80000000000001,21.216000000000005,103.584,115.114,2022,10,2022-10
499178,SKU_1781,Headphones,46,2022-10-14 02:00:00,91.65,52917,Norway,0.08,Credit Card,27.46,Electronics,In-store,Not Returned,DHL,London,Medium,4215.900000000001,337.27200000000005,3878.6280000000006,3906.0880000000006,2022,10,2022-10
590167,SKU_1219,Desk Lamp,14,2022-10-14 03:00:00,47.21,66943,France,0.24,PayPal,29.97,Stationery,Online,Not Returned,FedEx,Paris,High,660.94,158.62560000000002,502.31440000000003,532.2844,2022,10,2022-10
451696,SKU_1551,Headphones,11,2022-10-14 04:00:00,19.45,39495,Norway,0.35,Bank Transfer,11.81,Accessories,Online,Not Returned,Royal Mail,London,Low,213.95,74.8825,139.0675,150.8775,2022,10,2022-10
378588,SKU_1898,White Mug,16,2022-10-14 05:00:00,50.19,47537,France,0.0,Credit Card,9.73,Stationery,In-store,Not Returned,UPS,London,Medium,803.04,0.0,803.04,812.77,2022,10,2022-10
402587,SKU_1936,Wireless Mouse,30,2022-10-14 06:00:00,6.78,10790,Netherlands,0.28,Credit Card,19.44,Stationery,In-store,Not Returned,FedEx,Berlin,High,203.4,56.952000000000005,146.448,165.888,2022,10,2022-10
771866,SKU_1988,Wireless Mouse,39,2022-10-14 07:00:00,30.28,60690,France,0.42,Credit Card,7.85,Apparel,Online,Not Returned,FedEx,Paris,Low,1180.92,495.9864,684.9336000000001,692.7836000000001,2022,10,2022-10
531600,SKU_1288,Headphones,27,2022-10-14 08:00:00,99.64,93799,France,0.22,Bank Transfer,15.67,Electronics,In-store,Returned,UPS,Paris,Low,2690.28,591.8616000000001,2098.4184,2114.0884,2022,10,2022-10
609090,SKU_1078,Backpack,18,2022-10-14 09:00:00,53.54,93920,France,0.12,PayPal,17.13,Furniture,Online,Not Returned,Royal Mail,London,Medium,963.72,115.6464,848.0736,865.2036,2022,10,2022-10
459373,SKU_1750,Office Chair,23,2022-10-14 10:00:00,9.1,32304,Norway,0.26,Bank Transfer,20.89,Accessories,In-store,Not Returned,Royal Mail,London,Medium,209.29999999999998,54.418,154.88199999999998,175.772,2022,10,2022-10
474458,SKU_1571,Wall Clock,49,2022-10-14 11:00:00,78.89,21615,United Kingdom,0.33,PayPal,5.38,Apparel,In-store,Not Returned,Royal Mail,Berlin,Medium,3865.61,1275.6513,2589.9587,2595.3387000000002,2022,10,2022-10
613062,SKU_1319,Desk Lamp,27,2022-10-14 12:00:00,8.41,10297,Netherlands,0.47,Credit Card,16.57,Accessories,Online,Returned,FedEx,Paris,Medium,227.07,106.7229,120.3471,136.9171,2022,10,2022-10
648536,SKU_1317,T-shirt,44,2022-10-14 13:00:00,44.73,19199,Sweden,0.46,PayPal,27.4,Accessories,Online,Not Returned,Royal Mail,Rome,High,1968.12,905.3352,1062.7848,1090.1848,2022,10,2022-10
539378,SKU_1486,Desk Lamp,44,2022-10-14 14:00:00,91.45,53416,United States,0.11,Bank Transfer,14.15,Furniture,In-store,Not Returned,DHL,Berlin,Medium,4023.8,442.618,3581.1820000000002,3595.3320000000003,2022,10,2022-10
798050,SKU_1846,Wall Clock,11,2022-10-14 15:00:00,3.83,91955,Australia,0.07,PayPal,20.22,Accessories,Online,Not Returned,DHL,London,Low,42.13,2.9491000000000005,39.1809,59.4009,2022,10,2022-10
489665,SKU_1390,Desk Lamp,13,2022-10-14 16:00:00,94.9,29462,Belgium,0.48,Bank Transfer,29.55,Electronics,In-store,Returned,DHL,London,Medium,1233.7,592.176,641.524,671.074,2022,10,2022-10
868112,SKU_1748,USB Cable,44,2022-10-14 17:00:00,36.38,19204,Sweden,0.25,Credit Card,6.55,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Low,1600.72,400.18,1200.54,1207.09,2022,10,2022-10
168008,SKU_1587,Office Chair,23,2022-10-14 18:00:00,5.57,59493,Netherlands,0.01,PayPal,28.88,Furniture,In-store,Not Returned,UPS,Paris,Low,128.11,1.2811000000000001,126.82890000000002,155.70890000000003,2022,10,2022-10
946741,SKU_1817,Headphones,26,2022-10-14 19:00:00,53.27,55206,Germany,0.06,PayPal,27.83,Furniture,In-store,Not Returned,DHL,Amsterdam,High,1385.02,83.10119999999999,1301.9188,1329.7487999999998,2022,10,2022-10
143237,SKU_1038,USB Cable,42,2022-10-14 20:00:00,75.63,56425,Australia,0.44,Credit Card,10.0,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Low,3176.46,1397.6424,1778.8176,1788.8176,2022,10,2022-10
370248,SKU_1198,Blue Pen,34,2022-10-14 21:00:00,28.22,56797,Spain,0.4,PayPal,17.13,Furniture,Online,Not Returned,UPS,Paris,Low,959.48,383.79200000000003,575.688,592.818,2022,10,2022-10
707518,SKU_1942,Blue Pen,35,2022-10-14 22:00:00,40.68,17724,United States,0.07,Bank Transfer,16.09,Electronics,In-store,Not Returned,Royal Mail,Paris,Medium,1423.8,99.66600000000001,1324.134,1340.224,2022,10,2022-10
452410,SKU_1104,White Mug,43,2022-10-14 23:00:00,94.01,-1,Norway,0.15,Credit Card,22.96,Accessories,In-store,Not Returned,FedEx,Unknown,High,4042.4300000000003,606.3645,3436.0655,3459.0255,2022,10,2022-10
